Level,Date and Time,Source,Event ID,Task Category,
Information,04-10-2024 00:21,Microsoft-Windows-HttpService,113,HTTP Configuration Property Trace Task,"Attempted to add URL (http://127.0.0.1:27339:127.0.0.1/AuraSDK/) to URL group (0xFF00001A20000001). Status: 0x0. Process Id 0x1998 Executable path \Device\HarddiskVolume3\Program Files (x86)\ASUS\GameSDK Service\GameSDK.exe, User SYSTEM"
Information,04-10-2024 00:21,Microsoft-Windows-HttpService,111,HTTP Configuration Property Trace Task,"Create URL group 0xFF00001A20000001. Status 0x0. Process Id 0x1998 Executable path \Device\HarddiskVolume3\Program Files (x86)\ASUS\GameSDK Service\GameSDK.exe, User SYSTEM"
Information,04-10-2024 00:21,Microsoft-Windows-WLAN-AutoConfig,10001,None,"WLAN Extensibility Module has successfully started.

Module Path: C:\Windows\System32\DriverStore\FileRepository\netwtw6e.inf_amd64_8231e64986f91750\IntelIHVRouter14.dll
"
Information,04-10-2024 00:21,Microsoft-Windows-WLAN-AutoConfig,4000,None,"WLAN AutoConfig service has successfully started.
"
Information,04-10-2024 00:21,RST Middleware,27,None,"Found passthru disk: SCSI Port: 0, SCSI Bus: 2, SCSI Target: 0, PCIe SSD, 2048408248320 bytes, HFS002TEJ9X101N                         "
Information,04-10-2024 00:21,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:3387/rdp/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,04-10-2024 00:21,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:3392/rdp/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,04-10-2024 00:21,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10247/apps/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,04-10-2024 00:21,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10246/MDEServer/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,04-10-2024 00:21,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10243/WMPNSSv4/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,04-10-2024 00:21,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:10245/WMPNSSv4/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,04-10-2024 00:21,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:443/sra_{BA195980-CD49-458b-9E23-C84EE0ADCD75}/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,04-10-2024 00:21,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2869/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,04-10-2024 00:21,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:5985/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,04-10-2024 00:21,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:47001/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,04-10-2024 00:21,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:5986/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,04-10-2024 00:21,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://*:5358/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,04-10-2024 00:21,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:80/Temporary_Listen_Addresses/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,04-10-2024 00:21,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:5357/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,04-10-2024 00:21,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,04-10-2024 00:21,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bindflt' (10.0, ?2000?-?09?-?21T22:24:55.000000000Z) has successfully loaded and registered with Filter Manager."
Information,04-10-2024 00:21,Microsoft-Windows-FilterManager,6,None,"File System Filter 'storqosflt' (10.0, ?2065?-?11?-?25T12:45:59.000000000Z) has successfully loaded and registered with Filter Manager."
Information,04-10-2024 00:21,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ?1996?-?03?-?03T12:43:25.000000000Z) has successfully loaded and registered with Filter Manager."
Information,04-10-2024 00:21,Microsoft-Windows-FilterManager,1,None,"File System Filter 'CldFlt' (Version 10.0, ?1996?-?03?-?03T12:43:25.000000000Z) unloaded successfully."
Information,04-10-2024 00:21,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ?1996?-?03?-?03T12:43:25.000000000Z) has successfully loaded and registered with Filter Manager."
Information,04-10-2024 00:21,Microsoft-Windows-FilterManager,6,None,"File System Filter 'wcifs' (10.0, ?2060?-?05?-?05T22:51:42.000000000Z) has successfully loaded and registered with Filter Manager."
Information,04-10-2024 00:21,Microsoft-Windows-FilterManager,6,None,"File System Filter 'luafv' (10.0, ?1988?-?06?-?14T05:06:35.000000000Z) has successfully loaded and registered with Filter Manager."
Information,04-10-2024 00:21,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bfs' (10.0, ?2021?-?05?-?03T11:37:28.000000000Z) has successfully loaded and registered with Filter Manager."
Information,04-10-2024 00:21,Microsoft-Windows-DHCPv6-Client,51046,Service State Event,DHCPv6 client service is started
Information,04-10-2024 00:21,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,04-10-2024 00:21,Microsoft-Windows-Dhcp-Client,50103,Service State Event,DHCPv4 client registered for shutdown notification
Information,04-10-2024 00:21,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,04-10-2024 00:21,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,04-10-2024 00:21,nhi,9001,None,"Thunderbolt driver is loaded and initialized connection to HW.
 Driver version: 1.41.1379.0
 NVM version: 43:3
"
Information,04-10-2024 00:21,Microsoft-Windows-Directory-Services-SAM,16983,None,"The security account manager is now logging periodic summary events for remote clients that call legacy password change or set RPC methods.

For more information please see https://go.microsoft.com/fwlink/?linkid=2150956.
"
Information,04-10-2024 00:21,Microsoft-Windows-Directory-Services-SAM,16977,None,"The domain is configured with the following minimum password length-related settings.

MinimumPasswordLength: 0

RelaxMinimumPasswordLengthLimits: 0

MinimumPasswordLengthAudit: -1

For more information see https://go.microsoft.com/fwlink/?LinkId=2097191.
"
Information,04-10-2024 00:21,Microsoft-Windows-Directory-Services-SAM,16962,None,"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Warning,04-10-2024 00:21,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: msv1_0"
Information,04-10-2024 00:21,Microsoft-Windows-IsolatedUserMode,5,None,Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.
Warning,04-10-2024 00:21,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: sfapm"
Warning,04-10-2024 00:21,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: schannel"
Warning,04-10-2024 00:21,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: wdigest"
Warning,04-10-2024 00:21,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: cloudap"
Warning,04-10-2024 00:21,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: pku2u"
Warning,04-10-2024 00:21,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: tspkg"
Warning,04-10-2024 00:21,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: msv1_0"
Warning,04-10-2024 00:21,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: kerberos"
Warning,04-10-2024 00:21,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: negoexts"
Information,04-10-2024 00:21,LsaSrv,6156,None,"Virtualization Based Security for Credential Guard auto enablement status.

Hardware Requirements:	1
Domain Joined:	0
Azure AD Joined:	0"
Information,04-10-2024 00:21,Microsoft-Windows-Wininit,18,None,VBS Key Isolation was started and will protect VSM-isolated keys.
Information,04-10-2024 00:21,Microsoft-Windows-IsolatedUserMode,1,None,Secure Trustlet \??\C:\Windows\system32\lsaiso.exe Id 1 and Pid 1540 started with status STATUS_SUCCESS.
Information,04-10-2024 00:21,Microsoft-Windows-IsolatedUserMode,5,None,Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.
Information,04-10-2024 00:21,Microsoft-Windows-Wininit,14,None,"Credential Guard configuration:

Registry Configuration: 0x2
Test Configuration: 0
Auto Enablement: 1"
Warning,04-10-2024 00:21,Microsoft-Windows-Kernel-PnP,219,-212,The driver \Driver\WUDFRd failed to load for the device HID\VID_0B05&PID_19B6&MI_00&Col09\7&8bfce01&0&0008.
Information,04-10-2024 00:21,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Information,04-10-2024 00:21,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Information,04-10-2024 00:21,Intel-SST-OED,28,This task logs error codes to system event log.,"Loaded DSP FW library: Libs\dsp_lib_whm_adl_release.bin, status = STATUS_SUCCESS."
Information,04-10-2024 00:21,Netwtw14,7018,None,"The description for Event ID 7018 from source Netwtw14 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 


The message resource is present but the message was not found in the message table
"
Information,04-10-2024 00:21,Netwtw14,7017,None,"The description for Event ID 7017 from source Netwtw14 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP1
Intel(R) Wi-Fi 6E AX211 160MHz

The message resource is present but the message was not found in the message table
"
Information,04-10-2024 00:21,Intel-SST-OED,28,This task logs error codes to system event log.,"Loaded DSP FW library: Libs\dsp_lib_whm_adl_release.bin, status = STATUS_SUCCESS."
Information,04-10-2024 00:21,Intel-SST-OED,28,This task logs error codes to system event log.,"Loaded DSP FW library: Libs\dsp_lib_intel_wov_adl_release.bin, status = STATUS_SUCCESS."
Information,04-10-2024 00:21,Netwtw14,7010,None,"The description for Event ID 7010 from source Netwtw14 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP1
Intel(R) Wi-Fi 6E AX211 160MHz

The message resource is present but the message was not found in the message table
"
Information,04-10-2024 00:21,Netwtw14,7002,None,"The description for Event ID 7002 from source Netwtw14 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP1
Intel(R) Wi-Fi 6E AX211 160MHz

The message resource is present but the message was not found in the message table
"
Information,04-10-2024 00:21,Netwtw14,7005,None,"The description for Event ID 7005 from source Netwtw14 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP1
Intel(R) Wi-Fi 6E AX211 160MHz

The message resource is present but the message was not found in the message table
"
Information,04-10-2024 00:21,MEIx64,2,None,Intel(R) Management Engine Interface driver has started successfully.
Information,04-10-2024 00:21,Netwtw14,7027,None,"The description for Event ID 7027 from source Netwtw14 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP1
Intel(R) Wi-Fi 6E AX211 160MHz

The message resource is present but the message was not found in the message table
"
Information,04-10-2024 00:21,Intel-SST-OED,28,This task logs error codes to system event log.,"Library is not supported in BIOS: \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2631c5cb8dca3da2\adl_vlldp14x_lite_lib.bin, status = The request is not supported.."
Information,04-10-2024 00:21,Intel-SST-OED,29,This task logs error codes to system event log.,FX module is not supported in BIOS:  {56a9ea76-3745-4cc0-815c-a621faa8c9cb} from \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2631c5cb8dca3da2\adl_vlldp14x_lite_lib.bin.
Information,04-10-2024 00:21,Intel-SST-OED,28,This task logs error codes to system event log.,"Library is not supported in BIOS: \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2631c5cb8dca3da2\adl_vlldp14x_lib.bin, status = The request is not supported.."
Information,04-10-2024 00:21,Intel-SST-OED,29,This task logs error codes to system event log.,FX module is not supported in BIOS:  {cbdd3db0-85ae-4466-b18d-504fd8e7082b} from \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2631c5cb8dca3da2\adl_vlldp14x_lib.bin.
Information,04-10-2024 00:21,Netwtw14,7029,None,"The description for Event ID 7029 from source Netwtw14 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP1
Intel(R) Wi-Fi 6E AX211 160MHz

The message resource is present but the message was not found in the message table
"
Information,04-10-2024 00:21,Intel-SST-OED,28,This task logs error codes to system event log.,"Library is not supported in BIOS: \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2631c5cb8dca3da2\adl_rtksep481_lib.bin, status = The request is not supported.."
Information,04-10-2024 00:21,Intel-SST-OED,29,This task logs error codes to system event log.,FX module is not supported in BIOS:  {7aa4db02-6b41-4bc3-a712-80a2dde29e11} from \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2631c5cb8dca3da2\adl_rtksep481_lib.bin.
Information,04-10-2024 00:21,Intel-SST-OED,28,This task logs error codes to system event log.,"Library is not supported in BIOS: \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2631c5cb8dca3da2\adl_dtspost_lib.bin, status = The request is not supported.."
Information,04-10-2024 00:21,Intel-SST-OED,29,This task logs error codes to system event log.,FX module is not supported in BIOS:  {a28aff37-8f9e-4b9f-8c0a-0b86db7ce6f0} from \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2631c5cb8dca3da2\adl_dtspost_lib.bin.
Information,04-10-2024 00:21,Intel-SST-OED,28,This task logs error codes to system event log.,"Library is not supported in BIOS: \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2631c5cb8dca3da2\adl_dirac1_lib.bin, status = The request is not supported.."
Information,04-10-2024 00:21,Intel-SST-OED,29,This task logs error codes to system event log.,FX module is not supported in BIOS:  {85e6897a-07d3-4db6-9823-3fe0585490d6} from \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2631c5cb8dca3da2\adl_dirac1_lib.bin.
Information,04-10-2024 00:21,Netwtw14,7036,None,The \Device\NDMP1 service entered the Intel(R) Wi-Fi 6E AX211 160MHz state.
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Power,521,-220,Active battery count change.
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Power,521,-220,Active battery count change.
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 31 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 1159
Minimum performance percentage: 100
Minimum throttle percentage: 4"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 30 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 1159
Minimum performance percentage: 100
Minimum throttle percentage: 4"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 29 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 1159
Minimum performance percentage: 100
Minimum throttle percentage: 4"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 28 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 1159
Minimum performance percentage: 100
Minimum throttle percentage: 4"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 27 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 1159
Minimum performance percentage: 100
Minimum throttle percentage: 4"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 26 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 1159
Minimum performance percentage: 95
Minimum throttle percentage: 4"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 25 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 1159
Minimum performance percentage: 95
Minimum throttle percentage: 4"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 24 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 1159
Minimum performance percentage: 95
Minimum throttle percentage: 4"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 23 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 1159
Minimum performance percentage: 95
Minimum throttle percentage: 4"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 22 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 1159
Minimum performance percentage: 95
Minimum throttle percentage: 4"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 21 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 1159
Minimum performance percentage: 95
Minimum throttle percentage: 4"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 20 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 1159
Minimum performance percentage: 90
Minimum throttle percentage: 4"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 19 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 1159
Minimum performance percentage: 90
Minimum throttle percentage: 4"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 18 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 1159
Minimum performance percentage: 90
Minimum throttle percentage: 4"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 17 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 1159
Minimum performance percentage: 86
Minimum throttle percentage: 4"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 16 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 1159
Minimum performance percentage: 86
Minimum throttle percentage: 4"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 15 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 944
Minimum performance percentage: 92
Minimum throttle percentage: 3"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 14 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 944
Minimum performance percentage: 85
Minimum throttle percentage: 3"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 13 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 944
Minimum performance percentage: 85
Minimum throttle percentage: 3"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 12 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 944
Minimum performance percentage: 85
Minimum throttle percentage: 3"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 11 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 944
Minimum performance percentage: 85
Minimum throttle percentage: 3"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 10 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 944
Minimum performance percentage: 85
Minimum throttle percentage: 3"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 9 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 944
Minimum performance percentage: 85
Minimum throttle percentage: 3"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 8 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 944
Minimum performance percentage: 85
Minimum throttle percentage: 3"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 7 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 944
Minimum performance percentage: 85
Minimum throttle percentage: 3"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 6 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 944
Minimum performance percentage: 85
Minimum throttle percentage: 3"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 5 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 944
Minimum performance percentage: 85
Minimum throttle percentage: 3"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 4 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 944
Minimum performance percentage: 85
Minimum throttle percentage: 3"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 3 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 944
Minimum performance percentage: 85
Minimum throttle percentage: 3"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 944
Minimum performance percentage: 85
Minimum throttle percentage: 3"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 944
Minimum performance percentage: 85
Minimum throttle percentage: 3"
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2200
Maximum performance percentage: 944
Minimum performance percentage: 40
Minimum throttle percentage: 3"
Warning,04-10-2024 00:21,Microsoft-Windows-Kernel-PnP,219,-212,The driver \Driver\WUDFRd failed to load for the device PCI\VEN_8086&DEV_1134&SUBSYS_1F021043&REV_00\5C8ECD708700AA0000.
